Year,DNA GENERATION,LINE #,Germination 2014NACHECKED,Germination 2014 %,branch numb.2014,"stand good?1=Y. 2=bad sample, do not use lines labeled 2",Height,length,prcnt lodging bad germ lines includedNAchecked,Prcnt.Lodging,flowering time 2014,tendril length 14 node 2014,tendril length 2014,Nodes 1st flow 2014,max nodes 2014,internode length 2014,Total yield 2014,Avg.Yld.Plant 2014,Main stm.diameter 2014,Average compressed main stem thickness 2014,Tiller diameter 2014,compressed tiller thickness 2014,"white flower, 1 is white",black hilum delta=A=NO MOT,Brown mottle (rerate next year) 1=no mot,np=neo,Late,length,tall/dwf based on grnhouse data+ field 2014 ,Afila 1=YES=DELTA=A,Maturity Time,Tendril Width,Root compressed avg,"avg main, side brnch+root"
2015,,137,,100,1.75,,14,42.25,66.70921986,66.70921986,,,12.83333333,18,24,,,11.544,1.77,0.665,1.583333333,0.676666667,,,,,,,,,2.166666667,5,1.37,1.574444444
2015,,138,,81.85185185,1.75,,19.16666667,64.16666667,69.11574586,69.11574586,,,18.5,15,21,,,21.699,2.147916667,0.638333333,2.2025,0.5175,,,,,,,,,1.166666667,18,1.591666667,1.980694444
2015,,139,,100,3.75,,27.33333333,32.08333333,14.73069435,14.73069435,,,12.66666667,22,26,,,43.593,2.17625,0.88625,2.400833333,0.802083333,,,,,,,,,2,5.833333333,2.33625,2.304444444
2015,,140,,73.33333333,2.54,,27.5,48.16666667,40.52990708,40.52990708,,,13.66666667,22,28,,,15.161,1.931666667,0.875833333,2.2725,1,,,,,,,,,3,12.66666667,2.05,2.084722222
2015,,141,,80,2.75,,25,44,43.18181818,43.18181818,,,13,25,30,,,22.407,2.28,0.9225,2.7375,0.9325,,,,,,,,,2,14,2.15,2.389166667
2015,,142,,96.66666667,2.916666667,,9.166666667,18.58333333,48.02390145,48.02390145,,,11.83333333,13,15,,,11.38,2.02,0.6325,2.103333333,0.55,,,,,,,,,1.5,4,1.57125,1.898194444
2015,,143,,96.66666667,3.026666667,,44.66666667,62.11111111,27.55763707,27.55763707,,,18.16666667,19,23,,,33.15666667,2.380277778,0.910555556,2.716944444,0.901944444,,,,,,,,,2.333333333,18.83333333,1.968055556,2.355092593
2015,,144,,50,3.08,,15,52,71.15384615,71.15384615,,,15.16666667,17,20,,,16.009,NA,NA,2.086666667,0.88,,,,,,,,,2.833333333,5,2.55,2.318333333
2015,,145,,93.33333333,4.666666667,,24.66666667,37.33333333,33.86939571,33.86939571,,,11.83333333,22,29,,,44.07833333,3.006666667,1.388333333,2.8,0.905,,,,,,,,,2.333333333,4.666666667,2.7325,2.846388889
2015,,146,,96.66666667,2.916666667,,20.77777778,29.55555556,29.16849656,29.16849656,,,14.5,17,19,,,40.65,2.545,0.98375,2.474583333,0.734583333,,,,,,,,,1.833333333,9.333333333,2.34,2.453194444
2015,,147,,86.66666667,2.75,,22.83333333,44.83333333,47.48979665,47.48979665,,,14.33333333,15.5,21,,,31.5575,1.98125,0.71375,2.1675,0.809583333,,,,,,,,,2.833333333,5.333333333,2.26375,2.1375
2015,,148,,93.33333333,2.193333333,,18.55555556,28.55555556,35.31190702,35.31190702,,,13.66666667,20,22,,,20.477,1.705,0.563055556,1.904444444,0.661111111,,,,,,,,,2,11.66666667,1.484166667,1.69787037
2015,,149,,88.88888889,2.916666667,,23.83333333,29.83333333,19.81976027,19.81976027,,,10.83333333,17,25,,,42.17133333,2.166111111,0.982222222,2.324444444,0.871111111,,,,,,,,,2.333333333,6,2.085,2.191851852
2015,,150,,100,1.166666667,,17.66666667,52.44444444,64.01780367,64.01780367,,,16.16666667,19,24,,,19.936,2.048333333,0.703333333,1.8975,0.63,,,,,,,,,1.833333333,14.33333333,1.484166667,1.830555556
2015,,151,,100,1.666666667,,16.5,56.66666667,70.73652173,70.73652173,,,19,13,15,,,40.305,2.54625,1,2.318333333,0.793333333,,,,,,,,,1,5.5,1.9675,2.277361111
2015,,152,,90,2.693333333,,25.33333333,42.55555556,41.67314167,41.67314167,,,14.33333333,16,21,,,41.451,1.9,0.699583333,2.5175,0.802083333,,,,,,,,,2.333333333,3.333333333,2.322083333,2.246527778
2015,,153,,100,2.083333333,,26,53.5,49.86717828,49.86717828,,,15.66666667,17,21,,,13.78833333,1.534166667,0.659166667,2.056388889,0.850555556,,,,,,,,,2.166666667,13.5,1.711666667,1.767407407
2015,,154,,96.66666667,2.5,,13.66666667,21.16666667,36.25625945,36.25625945,,,10.83333333,14,17,,,23.886,2.045833333,0.803055556,1.89,0.543333333,,,,,,,,,1,10,1.648055556,1.861296296
2015,,155,,83.33333333,2.25,,25.27777778,31.44444444,18.62093543,18.62093543,,,15.16666667,17,20,,,19.73733333,2.223333333,0.733333333,2.276111111,0.696111111,,,,,,,,,1.5,15.66666667,1.651666667,2.05037037
2015,,156,,100,2.083333333,,14.22222222,47.61111111,61.81485353,61.81485353,,,15.16666667,15,19,,,13.979,2.0725,0.645833333,1.916666667,0.446666667,,,,,,,,,1.333333333,5,1.444166667,1.816898148
2015,,157,,96.66666667,1.166666667,,11.33333333,59.16666667,80.40851868,80.40851868,,,17.5,13,17,,,16.119,2.290833333,0.775,2.22,0.54,,,,,,,,,1,6.333333333,1.508055556,1.90462963
2015,,158,,96.66666667,2,,16.44444444,42.22222222,60.60816377,60.60816377,,,15.5,13,16,,,11.43966667,1.714444444,0.573611111,1.663333333,0.588333333,,,,,,,,,1,8,1.342222222,1.573333333
2015,,159,,90,1.25,,15.41666667,52.41666667,70.54308252,70.54308252,,,14.16666667,NA,NA,,,13.8405,1.769166667,0.569166667,1.53,0.3,,,,,,,,,1,15,1.71,1.705972222
2015,,160,,88.88888889,3.125,,19.33333333,38.16666667,50.72218387,50.72218387,,,13.83333333,19,24,,,24.38713333,2.095,1.0025,2.513333333,1.061666667,,,,,,,,,3,5.333333333,2.096666667,2.235
2015,,161,,100,2.333333333,,37.22222222,51.16666667,24.12809106,24.12809106,,,17.5,19,23,,,21.84833333,1.645833333,0.51,2.15375,0.66,,,,,,,,,2,16.66666667,1.7275,1.842361111
2015,,162,,100,2.5,,20.66666667,32.66666667,36.52605831,36.52605831,,,13.66666667,15,19,,,29.24333333,2.577222222,1.004722222,2.895833333,1.034166667,,,,,,,,,2.166666667,6.666666667,2.389166667,2.620740741
2015,,163,,95,2.665,,30.25,61.66666667,50.56043956,50.56043956,,,14.5,15,19,,,30.798,2.159166667,0.686666667,2.2725,0.694583333,,,,,,,,,2,14,1.99125,2.140972222
2015,,164,,83.33333333,1.303333333,,13.05555556,27.88888889,52.22808106,52.22808106,,,12.16666667,17,25,,,16.68233333,2.241666667,0.767222222,2.39,0.79,,,,,,,,,2.166666667,4.666666667,1.653333333,2.062962963
2015,,165,,72.22222222,2.553333333,,24.16666667,45.16666667,41.91103999,41.91103999,,,13,18,23,,,32.77433333,1.878611111,0.944444444,2.211944444,0.989166667,,,,,,,,,3,5.5,2.3625,2.151018519
2015,,166,,96.66666667,2.553333333,,19.83333333,50,58.42282681,58.42282681,,,15.33333333,18,23,,,29.792,1.835555556,0.778611111,2.1125,0.8275,,,,,,,,,2.833333333,5.333333333,1.630555556,1.859537037
2015,,167,,96.66666667,2.833333333,,27.66666667,39.44444444,29.80954704,29.80954704,,,13.33333333,18,24,,,49.755,2.02375,0.805,2.355416667,0.90375,,,,,,,,,2.833333333,4.5,2.096666667,2.158611111
2015,,168,,90,3.333333333,,20.83333333,41.66666667,46.81727764,46.81727764,,,14,19,25,,,45.978,2.061388889,0.863055556,2.475,0.771666667,,,,,,,,,2.333333333,5.333333333,1.998055556,2.178148148
2015,,169,,100,2.5,,46.75,66.75,30.3375286,30.3375286,,,17,NA,NA,,,36.2585,2.06875,0.825416667,2.365,0.841666667,,,,,,,,,3,16,1.90875,2.114166667
2015,,170,,70,2.915,,31,57,45.61403509,45.61403509,,,14.33333333,NA,NA,,,30.4935,2.121666667,0.800833333,2.375833333,0.748333333,,,,,,,,,2.666666667,13.66666667,1.982916667,2.160138889
2015,,171,,93.33333333,2.136666667,,17.11111111,34.11111111,50.99154031,50.99154031,,,12.33333333,17,19,,,13.4055,1.631666667,0.671666667,1.7625,0.556666667,,,,,,,,,1.333333333,4,1.482222222,1.609074074
2015,,172,,83.33333333,2.333333333,,39.44444444,53.83333333,26.59331409,26.59331409,,,14.83333333,20,28,,,25.077,1.917222222,0.653888889,2.285555556,0.702222222,,,,,,,,,2.333333333,15.66666667,1.870833333,2.024537037
2015,,173,,96.66666667,3.136666667,,23.94444444,35.11111111,29.79340667,29.79340667,,,12.5,13,17,,,24.71866667,1.736666667,0.545416667,2.117916667,0.57625,,,,,,,,,2.5,4.666666667,2.012916667,1.955833333
2015,,174,,100,1.5,,19,61.16666667,67.4763083,67.4763083,,,19.16666667,17,21,,,24.11166667,2.605277778,0.873055556,2.076666667,0.631666667,,,,,,,,,1.833333333,6.833333333,1.7625,2.148148148
2015,,175,,85.92592593,2.36,,38.66666667,60.66666667,35.61736771,35.61736771,,,14.33333333,19,21,,,18.176,1.731666667,0.5925,1.973333333,0.683333333,,,,,,,,,2.833333333,14.33333333,1.803888889,1.836296296
2015,,176,,100,2.25,,17.5,29.25,39.31308962,39.31308962,,,11.83333333,14,17,,,29.1285,2.6475,1.135,2.103333333,0.773333333,,,,,,,,,1,5.5,1.720416667,2.146388889
2015,,177,,83.33333333,2.83,,29.66666667,63.38888889,51.6196517,51.6196517,,,15.5,19,23,,,29.64866667,2.0625,0.869444444,2.265555556,0.861111111,,,,,,,,,2.333333333,12.66666667,1.77,2.032685185
2015,,178,,#DIV/0!,4,,NA,NA,,NA,,,12.5,NA,NA,,,NA,NA,NA,NA,NA,,,,,,,,,2.5,11.5,NA,NA
2015,,179,,77.77777778,1,,31.25,65.75,51.95533958,51.95533958,,,16.66666667,NA,NA,,,3.9315,1.71,0.88,2.11,0.96,,,,,,,,,3,15.33333333,1.4625,1.662083333
2015,,180,,90,1.72,,16.33333333,61.61111111,72.83105982,72.83105982,,,16,15,19,,,22.13533333,2.0475,0.67125,2.1125,0.57,,,,,,,,,1,14.33333333,1.546666667,1.902222222
2015,,181,,100,2.166666667,,22.11111111,31.72222222,29.90468961,29.90468961,,,15.5,15,19,,,31.21866667,2.356666667,0.987222222,2.180833333,0.72,,,,,,,,,1.5,7.666666667,1.765555556,2.101018519
2015,,182,,88.88888889,2.5,,25.5,51.16666667,47.84657723,47.84657723,,,17.66666667,16,24,,,31.509,2.486666667,1.086666667,2.815,1.19,,,,,,,,,2.25,13.33333333,2.229166667,2.510277778
2015,,183,,96.66666667,2.083333333,,27.05555556,53.44444444,49.51266461,49.51266461,,,18,14,22,,,35.841,2.001666667,0.8825,2.349444444,0.811944444,,,,,,,,,1.666666667,6.5,1.785,2.04537037
2015,,184,,100,4.375,,31.83333333,37.58333333,15.37324027,15.37324027,,,12,22,26,,,52.437,1.98,0.7425,2.381666667,0.653333333,,,,,,,,,2,12,2.427916667,2.263194444
2015,,185,,100,2.25,,22.88888889,26.72222222,14.21536797,14.21536797,,,13.16666667,21,24,,,28.38233333,1.884166667,0.671666667,2.254444444,0.748333333,,,,,,,,,2,12.83333333,1.678333333,1.938981481
2015,,186,,100,2.083333333,,27,30.83333333,13.22524905,13.22524905,,,12.5,19,24,,,41.44133333,2.17625,0.98,2.47625,0.884166667,,,,,,,,,2.166666667,14.5,1.952083333,2.201527778
2015,,187,,76.66666667,1.5625,,13.125,47.875,70.52862812,70.52862812,,,15,13,18.75,,,17.733,2.016875,0.92375,2.04625,0.6775,,,,,,,,,1,5.75,1.553125,1.872083333
2015,,188,,70,2.333333333,,23.16666667,50.83333333,55.37113481,55.37113481,,,15.66666667,NA,NA,,,45.4215,2.065416667,1.007916667,2.285,0.8975,,,,,,,,,3,6.833333333,1.84625,2.065555556
2015,,189,,83.33333333,1.886666667,,15.33333333,56.75,72.28920008,72.28920008,,,17.16666667,21,24,,,16.04633333,1.8775,0.9275,2.03,0.91,,,,,,,,,1,18,1.8475,1.9175
2015,,190,,75,2.33,,30.75,72.5,58.00060193,58.00060193,,,17.33333333,18,25,,,36.1335,2.109166667,0.974166667,2.436666667,1.036666667,,,,,,,,,3,8,2.28,2.275277778
2015,,191,,81.85185185,2.5,,29.33333333,55.33333333,46.16634178,46.16634178,,,15.66666667,22,30,,,30.55,1.7875,0.786388889,2.275833333,0.990833333,,,,,,,,,2.583333333,15.33333333,1.856666667,1.973333333
2015,,192,,90,2.11,,34.33333333,62.83333333,43.5356409,43.5356409,,,18,18,24,,,31.11666667,2.115,0.85,2.44,0.849166667,,,,,,,,,2.333333333,17.08333333,2.248333333,2.267777778
2015,,193,,100,2.25,,17,31,44.98771499,44.98771499,,,14.33333333,20,22,,,28.6075,2.109166667,0.640416667,2.47875,0.81875,,,,,,,,,1.333333333,8.833333333,1.69625,2.094722222
2015,,194,,94.44444444,2.04,,48,68,29.41176471,29.41176471,,,15.33333333,15,27,,,20.597,1.64,0.64,2.0475,0.715,,,,,,,,,2.666666667,16,1.4525,1.713333333
2015,,195,,83.33333333,2.08,,35.25,60.75,41.25679348,41.25679348,,,16.66666667,17,NA,,,22.628,2.139166667,0.7525,2.309166667,0.854166667,,,,,,,,,3,12.66666667,1.92,2.122777778
2015,,196,,100,2.083333333,,32.83333333,34.94444444,5.914355914,5.914355914,,,17.33333333,18.5,22,,,29.13766667,2.318888889,0.838888889,2.304166667,0.851944444,,,,,,,,,1.666666667,18,1.9175,2.180185185
2015,,197,,83.33333333,1.875,,27.88888889,53,50.72067535,50.72067535,,,14,20,23,,,19.82566667,2.365277778,1.1,2.552222222,0.933333333,,,,,,,,,2.666666667,5.333333333,1.977222222,2.298240741
2015,,198,,100,2.083333333,,20,25,22.44364174,22.44364174,,,12.33333333,14,18,,,18.31866667,2.133333333,0.728333333,2.223333333,0.648333333,,,,,,,,,1,12.5,1.644722222,2.000462963
2015,,199,,86.66666667,2.5,,29,71.5,59.4768199,59.4768199,,,16.33333333,18,24,,,28.609,2.492222222,1.069444444,2.588333333,0.898611111,,,,,,,,,2.5,5,2.43,2.503518519
2015,,200,,100,2.25,,21,36.5,38.59447005,38.59447005,,,15,22,28,,,26.202,2.0025,0.6475,2.34,0.98,,,,,,,,,2.5,15.33333333,1.5375,1.96
2015,,201,,88.88888889,2.375,,26.5,53.25,45.29193698,45.29193698,,,15.83333333,17,23,,,16.383,1.6375,0.635,2.1725,0.7775,,,,,,,,,2.333333333,6.333333333,2.065833333,1.958611111
2015,,202,,88.88888889,2.416666667,,16.33333333,41.5,62.21694972,62.21694972,,,14.83333333,15,20,,,22.0545,2.083333333,0.883333333,2.466666667,0.753333333,,,,,,,,,2.333333333,4.166666667,1.896666667,2.148888889
2015,,203,,77.77777778,2,,14,74,81.08108108,81.08108108,,,15,NA,NA,,,11.915,NA,NA,NA,NA,,,,,,,,,3,6.25,NA,NA
2015,,204,,96.66666667,2.75,,20.22222222,26.72222222,23.77530479,23.77530479,,,12.66666667,12,16,,,46.70733333,2.683888889,0.955277778,2.884722222,0.857777778,,,,,,,,,1.833333333,5.5,2.385,2.651203704
2015,,205,,77.77777778,3,,36.33333333,57.66666667,36.51515152,36.51515152,,,14.83333333,15,22,,,42.7335,1.874166667,0.84,2.23625,0.84875,,,,,,,,,3,15.66666667,2.02375,2.044722222
2015,,206,,80,1.54,,22,63.5,64.6151053,64.6151053,,,16,24,NA,,,13.19,2.593333333,1.263333333,2.74,1.11,,,,,,,,,2.666666667,6.5,2.783333333,2.705555556
2015,,207,,92.96296296,1.833333333,,23,55.33333333,57.61919848,57.61919848,,,15.66666667,21,27,,,27.062,1.825,0.666666667,2.175,0.688333333,,,,,,,,,2.5,5.666666667,1.715,1.905
2015,,208,,70,3.33,,29.5,37.5,21.33333333,21.33333333,,,12,NA,NA,,,19,1.89,0.83,2.38,0.635,,,,,,,,,2.5,11,2.15,2.14
2015,,209,,100,1.416666667,,18.94444444,47.38888889,57.29123533,57.29123533,,,14.66666667,12,18,,,14.656,2.0175,0.755277778,2.14,0.5,,,,,,,,,1,5,1.435833333,1.7575
2015,,210,,100,3,,28.72222222,35.77777778,19.96387064,19.96387064,,,12.66666667,23,25,,,35.54933333,2.35,0.838333333,2.688888889,0.7525,,,,,,,,,2,7,2.097777778,2.378888889
2015,,211,,90,2.916666667,,34.22222222,53.33333333,35.08266537,35.08266537,,,15.66666667,18,23,,,29.92166667,1.768333333,0.658333333,2.154166667,0.733333333,,,,,,,,,2.666666667,15.33333333,1.849166667,1.923888889
2015,,212,,93.33333333,2.083333333,,13,43.61111111,69.83320759,69.83320759,,,14.16666667,15,19,,,22.293,1.975833333,0.791666667,1.615,0.7825,,,,,,,,,1.666666667,4.5,1.630833333,1.773055556
2015,,213,,100,2.166666667,,44.5,62.5,28.44202899,28.44202899,,,13.83333333,19,25,,,37.483,1.92,0.715,2.438333333,0.800833333,,,,,,,,,3,12.33333333,1.9225,2.093611111
2015,,214,,73.33333333,3.386666667,,28.5,48.25,38.13447594,38.13447594,,,13.16666667,18,25,,,21.526,1.676666667,0.645833333,1.749166667,0.599166667,,,,,,,,,3,13.33333333,1.845833333,1.757222222
2015,,215,,64.58333333,4.22,,16,24,33.56643357,33.56643357,,,10.16666667,18,23,,,46.797,1.876666667,0.93,2.18,0.875,,,,,,,,,2.333333333,4.333333333,2.096666667,2.051111111
2015,,216,,90,1.625,,40.5,64,36.71875,36.71875,,,15,18,23,,,28.729,2.3,0.7575,2.52,0.795,,,,,,,,,2.5,16,1.8925,2.2375
2015,,217,,#DIV/0!,1.5,,NA,NA,,NA,,,16.5,19,24,,,NA,NA,NA,NA,NA,,,,,,,,,3,5,NA,NA
2015,,218,,81.48148148,2.11,,29,67.25,56.77066047,56.77066047,,,18.66666667,15,23,,,20.27,2.2375,1.2025,2.89,0.965,,,,,,,,,2.5,11,2.545,2.5575
2015,,219,,92.59259259,2.72,,16.33333333,NA,57.96509992,NA,,,15.66666667,20,24,,,32.30666667,2.171111111,0.876666667,2.632222222,0.933333333,,,,,,,,,1.666666667,6.833333333,1.8275,2.210277778
2015,,220,,83.33333333,3.75,,20,32,36.95014663,36.95014663,,,13.33333333,18,23,,,48.467,2.272916667,1.145,2.2475,0.949166667,,,,,,,,,2.5,5.333333333,2.060833333,2.19375
2015,,221,,86.66666667,2.026666667,,18.83333333,47.66666667,60.50027786,60.50027786,,,17.83333333,13,17,,,16.6,1.911388889,0.6625,1.965,0.5,,,,,,,,,1.333333333,8,1.439166667,1.771851852
2015,,222,,100,1.875,,12.91666667,54.91666667,76.21988369,76.21988369,,,16.33333333,13,NA,,,20.622,2.48125,0.79625,2.335833333,0.569166667,,,,,,,,,1.5,5.333333333,1.71625,2.177777778
2015,,223,,83.33333333,2.333333333,,27.94444444,63.27777778,55.62331337,55.62331337,,,14,24,24,,,29.5715,2.279166667,0.889166667,2.2925,0.8075,,,,,,,,,2.333333333,5.333333333,2.106666667,2.226111111
2015,,224,,100,1.5,,25.41666667,61.25,58.32206903,58.32206903,,,20.66666667,14,17,,,24.009,2.415,0.70125,2.198333333,0.611666667,,,,,,,,,1.166666667,13.16666667,1.48625,2.033194444
2015,,225,,86.66666667,2,,29.38888889,53.61111111,43.88178749,43.88178749,,,16.33333333,NA,NA,,,19.98533333,2.024166667,0.780555556,2.395555556,0.852222222,,,,,,,,,2.333333333,6.333333333,1.7925,2.070740741
2015,,226,,90,2.416666667,,13.11111111,20.66666667,37.07496203,37.07496203,,,12.33333333,16,20,,,15.4395,2.040555556,0.874722222,1.891666667,0.731111111,,,,,,,,,2.166666667,5.333333333,1.560277778,1.830833333
2015,,227,,96.66666667,2.416666667,,15.11111111,27.33333333,43.05555556,43.05555556,,,14.16666667,14,18,,,22.72533333,2.317777778,0.910555556,2.372222222,0.628888889,,,,,,,,,1.666666667,8,1.59,2.093333333
2015,,228,,96.66666667,3.303333333,,20.83333333,26.72222222,20.68100358,20.68100358,,,9.166666667,16,20,,,13.6835,1.929444444,0.572222222,2.046111111,0.517777778,,,,,,,,,2.833333333,9.333333333,1.796111111,1.923888889
2015,,229,,#DIV/0!,NA,,NA,NA,,NA,,,15,NA,NA,,,NA,NA,NA,NA,NA,,,,,,,,,3,6,NA,NA
2015,,230,,100,1.916666667,,9.833333333,61.16666667,84.10478599,84.10478599,,,14.5,17,22,,,18.351,2.405277778,0.825555556,2.449166667,0.6675,,,,,,,,,1.333333333,3.25,1.941111111,2.237222222
2015,,231,,87.5,1.75,,24.75,50.75,51.48948598,51.48948598,,,15.25,NA,NA,,,8.2485,1.5575,0.46875,1.76,0.36,,,,,,,,,2,6,1.0725,1.463333333
2015,,232,,55,1.75,,21.5,56.75,59.72851652,62.15375039,,,17.75,NA,NA,,,11.3775,1.96,0.7575,2.09,0.84,,,,,,,,,2.833333333,16.5,1.465,1.800833333
2015,,233,,90,2.276666667,,15,46.88888889,55.95059052,55.95059052,,,16.66666667,12,15,,,29.745,2.115,0.804166667,2.37,0.5225,,,,,,,,,1.083333333,7,1.75125,2.07875
2015,,234,,93.33333333,2.916666667,,13.72222222,19.83333333,31.1088486,31.1088486,,,10.83333333,NA,NA,,,26.13833333,2.23125,0.79875,2.28,0.72625,,,,,,,,,1.833333333,4.666666667,1.711666667,2.074305556
2015,,235,,96.66666667,2.333333333,,42.5,55.83333333,24.78387076,24.78387076,,,15.66666667,17,25,,,27.29233333,1.853055556,0.853888889,2.652777778,1.075,,,,,,,,,2.833333333,7.333333333,2.070555556,2.19212963
2015,,236,,100,2.333333333,,27.16666667,33.16666667,19.50249678,19.50249678,,,13.16666667,15,18,,,25.40333333,2.180277778,0.741111111,2.474166667,0.704166667,,,,,,,,,2,13,1.8,2.151481481
2015,,237,,93.33333333,2.496666667,,26,35.16666667,26.66059502,26.66059502,,,13.16666667,14,21,,,20.45433333,2.355,0.889166667,2.51,0.904444444,,,,,,,,,2.333333333,12.33333333,1.758888889,2.142037037
2015,,238,,93.33333333,2.583333333,,19.66666667,34.33333333,40.92113857,40.92113857,,,12,15,19,,,5.452,1.755,0.506666667,2.378333333,0.651666667,,,,,,,,,1,9.5,1.363888889,1.832407407
2015,,239,,93.33333333,2.25,,13.5,58,76.81944758,76.81944758,,,19,NA,NA,,,20.505,2.085,0.715,2.2975,0.605,,,,,,,,,1.5,7.75,1.8075,2.063333333
2015,,240,,70,3.165,,27,58.66666667,53.02795031,53.02795031,,,14.16666667,NA,NA,,,44.812,1.985,0.735,2.568333333,1.016666667,,,,,,,,,2.666666667,7.5,2.53,2.361111111
2015,,241,,86.66666667,2.58,,33.22222222,48,30.14312855,30.14312855,,,15.16666667,11,21,,,36.12333333,2.190833333,0.84125,2.52875,0.86875,,,,,,,,,2.666666667,6,2.349166667,2.35625
2015,,242,,90,2.75,,26.66666667,45,40.74074074,40.74074074,,,13.75,NA,NA,,,49.67,1.935,0.66,2.585,0.68,,,,,,,,,2.25,15.25,2.08,2.2
2015,,243,,83.88888889,2.75,,16.55555556,48.5,63.64097332,63.64097332,,,16,19,20,,,28.644,2.140833333,0.949166667,2.207777778,0.874444444,,,,,,,,,2,4.333333333,1.641388889,1.996666667
2015,,244,,100,2,,27.16666667,32,15.1352232,15.1352232,,,13.5,NA,NA,,,27.845,2.23875,0.75625,2.171666667,0.665,,,,,,,,,2.333333333,13.5,1.5875,1.999305556
2015,,245,,96.66666667,5.75,,16.16666667,18.83333333,15.10297178,15.10297178,,,12.83333333,NA,NA,,,21.97953333,2.87,0.96,2.846111111,0.722777778,,,,,,,,,2.666666667,8,2.902222222,2.870277778
2015,,246,,90,2.083333333,,34.16666667,47.33333333,27.66315303,27.66315303,,,15.33333333,NA,NA,,,19.925,1.885,0.89125,2.054583333,0.822916667,,,,,,,,,2.666666667,11,1.88625,1.941944444
2015,,247,,90,2.75,,25.16666667,37.5,32.22101288,32.22101288,,,15.16666667,20,23,,,26.94766667,2.400277778,0.903611111,2.493888889,0.833611111,,,,,,,,,2.5,14,2.091111111,2.328425926
2015,,248,,82.59259259,2.193333333,,27.16666667,56.66666667,52.68357688,52.68357688,,,14.66666667,20,27,,,20.81333333,1.806666667,0.736666667,2.106666667,0.706666667,,,,,,,,,3,11.66666667,1.95,1.954444444
2015,,249,,93.33333333,2.75,,22.11111111,26.55555556,17.39837398,17.39837398,,,11.66666667,15,22,,,34.324,1.950833333,0.89375,2.203333333,0.799166667,,,,,,,,,2,13,1.870833333,2.008333333
2015,,250,,100,2.375,,19.16666667,27.83333333,31.59482759,31.59482759,,,12.33333333,15,19,,,32.0425,2.713333333,0.800416667,2.795,0.711666667,,,,,,,,,1.333333333,4.666666667,1.91625,2.474861111
2015,,251,,93.33333333,1.416666667,,19,53.5,60.71322822,60.71322822,,,16.33333333,11,15,,,20.56033333,1.913333333,0.699166667,2.308333333,0.708333333,,,,,,,,,1.666666667,NA,1.572222222,1.848518519
2015,,252,,93.33333333,2.333333333,,14.16666667,25.22222222,44.27627958,44.27627958,,,13,15,18,,,19.9025,2.115,0.648611111,2.141666667,0.551666667,,,,,,,,,1.5,NA,1.5975,1.951388889
2015,,253,,92.59259259,3.833333333,,24.88888889,31.16666667,20.38476067,20.38476067,,,12.83333333,16,20,,,47.87566667,2.3975,1.0575,2.554166667,0.993333333,,,,,,,,,2.333333333,6,2.465,2.472222222
2015,,254,,96.2962963,2.166666667,,17.5,50.5,65.09198848,65.09198848,,,13.5,18,22,,,15.25733333,2.039444444,1.005,2.05,0.86,,,,,,,,,2.666666667,5,2.147222222,2.078888889
2015,,255,,86.66666667,1.72,,12.66666667,41.72222222,66.51211433,66.51211433,,,16.16666667,16,21,,,19.12033333,1.918888889,0.629722222,1.796666667,0.651666667,,,,,,,,,1.666666667,6.666666667,1.573055556,1.738240741
2016,,,,24.42857143,1.233333333,,39.16666667,40.77777778,,3.952050606,,,15.94047619,,,,,,2.145083333,0.870083333,,,,,,,,,,,1.285714286,,,
2016,,,,20.85714286,1.65,,36.95238095,64.19047619,,41.90835036,,,14.75,,,,,,1.73802381,0.898547619,,,,,,,,,,,1.714285714,,,
2016,,,,25,2,,38.66666667,64,,39.58333333,,,14.5,,,,,,1.78,0.844,,,,,,,,,,,1,,,
2016,,,,9,,,29,37,,21.62162162,,,12,,,,,,,,,,,,,,,,,,2,,,
2016,,,,25,1.6,,31,35,,11.42857143,,,16.5,,,,,,2.63,0.732,,,,,,,,,,,1,,,
2016,,,,21,1.4,,30,30.66666667,,2.173913043,,,13,,,,,,2.424,1.146,,,,,,,,,,,1,,,
2016,,,,25,1.6,,24.75,29,,14.65517241,,,12,,,,,,2.398,1.056,,,,,,,,,,,1,,,
2016,,,,25,1.4,,32,32.66666667,,2.040816327,,,15,,,,,,1.97,0.784,,,,,,,,,,,2,,,
2016,,,,19,1.333333333,,34.33333333,38.66666667,,11.20689655,,,11.5,,,,,,2.1575,1.025,,,,,,,,,,,2,,,
2016,,,,23,1,,29,56.33333333,,48.52071006,,,17.5,,,,,,1.9375,0.7375,,,,,,,,,,,3,,,
2016,,,,13,2,,29.66666667,35,,15.23809524,,,15.5,,,,,,2.043333333,0.876666667,,,,,,,,,,,1,,,
2016,,,,24,1.2,,43.66666667,59.33333333,,26.40449438,,,14.5,,,,,,1.6975,0.7525,,,,,,,,,,,2,,,
2016,,,,23,2,,34.33333333,38.33333333,,10.43478261,,,14,,,,,,2.2625,1.195,,,,,,,,,,,2,,,
2016,,,,24,1.2,,53.33333333,61.5,,13.27913279,,,19.5,,,,,,1.86,0.8125,,,,,,,,,,,1,,,
2016,,,,24,2.1,,25.33333333,27.5,,7.878787879,,,11.5,,,,,,1.936,0.976,,,,,,,,,,,2,,,
2016,,,,23,1.6,,16.66666667,66.66666667,,75,,,14,,,,,,1.986,0.916,,,,,,,,,,,1,,,
2016,,,,21,2.2,,32.5,33,,1.515151515,,,14,,,,,,2.1775,1.03,,,,,,,,,,,2,,,
